#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,link,desc
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,https://img.pokemondb.net/sprites/home/normal/braviary.png,"Braviary is a large, avian Pokémon with dark red feathers on its back and dark blue feathers on its underside. Its tail feathers are red, turning to yellow, and then blue at the tips. Braviary's legs are long and thick with yellow feet that each have a digit facing backward, and three facing forward. Each digit is tipped by a short, thick, black claw.
"
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,https://img.pokemondb.net/sprites/home/normal/vullaby.png,"Vullaby is a Pokémon that resembles a baby vulture. It has a plump, stout body covered in dark gray feathers, tiny wings with gray tips, and pink feet with three clawed toes. Vullaby's neck is short and supports a round, pink head devoid of any feathers, except for a crest on the top. There is a collar of fluffy, light gray feathers around its neck. It has a small gray beak and red eyes.
"
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,https://img.pokemondb.net/sprites/home/normal/mandibuzz.png,"Mandibuzz is a vulture-like Pokémon, particularly resembling a turkey vulture. It has a bare, pink head and neck, along with a notched black beak and red eyes. There are black eyelashes or eyeliner-like markings above its eyes. A long brown tuft with a bone in the middle extends from the back of its head. It has a tan ruff at the base of its neck, and shaggy darker brown wings with gray tips. Mandibuzz also has shaggy brown tail feathers. Its pink feet have black talons. It has decorated itself with bones — a jaw with sharp teeth — to form a skirt. When Mandibuzz sits on its Vullaby chick within its nest, Mandibuzz's bony skirt combines with the bones around Vullaby's lower body to form an upside-down skull with sharp teeth.[1] Different types of bones fall in and out of use as if there were fashion trends among Mandibuzz.
"
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,https://img.pokemondb.net/sprites/home/normal/heatmor.png,"Heatmor is a bipedal, anteater-like Pokémon. It has a beige face while the rest of its fur is red with yellow stripes, sharing the appearance of molten lava. On its lower abdomen, back, and underside are raised, beige-colored bands that resemble pipes, leading to its tail. Heatmor's claws, on both its feet and hands, are a dull yellow and on its wrists are raised, dented bands; both the wrists and feet are beige-colored. Its tail is dented upward and has a hole in it, similar in appearance to a muffler. It also seems to serve the same purpose as a muffler, being able to expel gases, although it is able to take in air as well.
"
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,https://img.pokemondb.net/sprites/home/normal/durant.png,"Durant is an insectoid Pokémon with a steel body that has three distinct sections. Its ovoid abdomen is dark gray with a light gray band wrapping around the middle and two circles resembling rivets near a jagged seam. Durant's thorax is slightly smaller, but identical in design with its abdomen. The only difference being one circle instead of two. Its head is spherical, containing the same light gray wrap design as its body. However, it wraps from front to back on the head. On each side of its head are large red eyes with hollow black pupils. Durant has two round mandibles that it uses to grab things and feed itself. The mandibles are attached below its eyes and are situated in front of its horizontally opening mouth. Atop its head are two long antennae, each tipped with small spheres. Durant has six black legs sprouting from its thorax. Each leg has one claw at its tip, except the front legs that each have two.
"
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,https://img.pokemondb.net/sprites/home/normal/deino.png,"Deino is a small blue quadrupedal Pokémon with black fur covering its head and neck, concealing everything but its mouth from view. The fur around its neck also has six purple spots encircling it, which resemble bruises. The hair on the top of its head takes the shape of a single small horn. It also has a short tail that appears to be bitten off. Deino's body is covered in wounds.
"
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,https://img.pokemondb.net/sprites/home/normal/zweilous.png,"Zweilous is a dark-blue, quadrupedal Pokémon with two heads and black fur covering its necks and back. Its front legs are muscular with two claws on each foot, but its rear legs are less defined and have two small, backward-pointing toes without claws. There are tufts of fur over its heads with rounded points at the top. It has two thin wings on its back, each ending in two points. The fur stops at the chest and opens up to fuchsia striped bands on the side of its legs. Though it appears to lack eyes, it is unknown if Zweilous is blind.
"
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,https://img.pokemondb.net/sprites/home/normal/hydreigon.png,"Hydreigon is a three-headed, draconic Pokémon with six thin, black wings that each end in two points on its back. Its body is primarily dark blue, with black fur covering its necks and shoulders. The inner fur surrounding its heads is fuchsia in color, and resembles collars. Hydreigon's heads have black eyes; the main head additionally has fuchsia pupils and visible pointed teeth, while the secondary head's eyes are simplistic and unable to blink. Its abdomen has two fuchsia stripes and its feet appear atrophied, having no claws or defined soles. Its tail also sports a fuchsia stripe and ends with a black tuft.
"
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,https://img.pokemondb.net/sprites/home/normal/larvesta.png,"Larvesta is a fuzzy, moth larva-like Pokémon. It has blue eyes in a shadowed face. Its white mane of fuzz encompasses its head and the upper half of its body, while its lower half is brown. It has three pairs of small black legs. There are five red, slightly whorled horns on the sides of its head.
"
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,https://img.pokemondb.net/sprites/home/normal/volcarona.png,"Volcarona is a large, moth-like Pokémon with four small feet. It appears to have compound eyes that are two shades of blue, and there is a red horn-like structure on each side of its face. The fuzz on its upper body is smoky white and tangled. Its abdomen is black in the center and light blue with black dots on the outside. It has six leaf-like wings that are orange in color and have small black spots.
"
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,https://img.pokemondb.net/sprites/home/normal/cobalion.png,"Cobalion is a quadrupedal Pokémon that possesses traits of stags and goats. It is covered in aqua blue fur and has jagged yellow horns similar in shape to thunderbolts. Its snout is a lighter shade of blue than the rest of its fur, and there is a black blaze running from its nose to the back of its head. On its long neck and hind legs, there are small gray spots. It has a white tuft of fur under its neck, resembling a cravat. On its shoulder blades are yellow protrusions that resemble fins. Its tail resembles these protrusions, albeit in the same color as its snout. Cobalion's legs have black bands with lighter fur underneath and large black hooves.
"
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,https://img.pokemondb.net/sprites/home/normal/terrakion.png,"Terrakion is a bovine, quadrupedal Pokémon. It has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. Its face is beige with orange eyes and a short snout. On top of its head are several short spikes. Down its back are two brown ridges that join just past its shoulders. There are two orange protrusions on its shoulders. The bands around its legs are the same color as its face, and it has black hooves underneath these bands. Its striped underside is also beige. It has a short, stubby tail.
"
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,https://img.pokemondb.net/sprites/home/normal/virizion.png,"Virizion is a stag or antelope-like, quadrupedal Pokémon that is primarily green. On the sides of its head are long horns that end in dull, curled points. It has a pointed snout with a black blaze running from its nose to the back of its head. Its face, hind legs, and underside are white. There is a pinked-tipped leaf on each side of its neck, and leafy tufts on its shoulders. On its back, there are pointed tufts of fur forming a medium-long tail. Its lower legs resemble knee-high boots with pink highlights at the knees, and it has black hooves.
"
641,TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,True,https://img.pokemondb.net/sprites/home/normal/tornadus-incarnate.png,
641,TornadusTherian Forme,Flying,,580,79,100,80,110,90,121,5,True,https://img.pokemondb.net/sprites/home/normal/tornadus-therian.png,
642,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,True,https://img.pokemondb.net/sprites/home/normal/thundurus-incarnate.png,
642,ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,5,True,https://img.pokemondb.net/sprites/home/normal/thundurus-therian.png,
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,https://img.pokemondb.net/sprites/home/normal/reshiram.png,"Reshiram is a white, bipedal Pokémon with draconic, avian, and mammalian traits. A long, voluminous wispy mane streams out from the upper side of the snout and outwards from its head. The top of this mane is adorned with two protrusions, which resemble ears. Reshiram's face is fringed with spiky features, and it has a small, pointed extension below the chin. Its eyes have blue irises and black pupils. There are two pairs of pointed teeth visible when its mouth is open, one in the upper jaw and one in the lower.
"
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,https://img.pokemondb.net/sprites/home/normal/zekrom.png,"Zekrom is a black, bipedal Pokémon resembling a dragon or dinosaur, with dark patches on various portions of its body. It has red sclerae, white irises, and black pupils, as well as a small horn-like protrusion on the tip of its snout. Its head sports a thundercloud-like crest tipped with light-blue coloration. There are six pairs of pointed teeth visible when its mouth is open, two in the upper jaw and four in the lower. At the base of its neck is a black, stud-like feature, and atop its shoulders are similar, larger features resembling armor padding. The bases of its wings also have such padding, and a fanned, splayed, seemingly webbed shape with a small ""wing-spike"" on one edge. The lower lengths of Zekrom's arms extenuate into splayed, seemingly webbed, somewhat baseball-mitt-like formations, with three-clawed, dark-colored hands on the undersides. The front portion of Zekrom's waist is black-colored, with its belly and thighs having thin striations down their length. Its knees are black, as are the foremost parts of its three-clawed feet and spiked heels. When its emotions surge, it enters Overdrive mode, and its tail lights up with a blue light.
"
645,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,True,https://img.pokemondb.net/sprites/home/normal/landorus-incarnate.png,
645,LandorusTherian Forme,Ground,Flying,600,89,145,90,105,80,91,5,True,https://img.pokemondb.net/sprites/home/normal/landorus-therian.png,
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,https://img.pokemondb.net/sprites/home/normal/kyurem.png,"Kyurem is a gray and blue, bipedal Pokémon of indefinable but seemingly draconic basis. Kyurem has a blue head and snout and has yellow eyes without pupils, has a pair of pointed light bluish horns on its head, and a yellow crest on its skull. Three pointed teeth jut out the bottom of either side of its jaws, which are frozen shut by the ice covering its head. Its long, gray neck has lines running around its whole body, legs, arms, and tail. It has two arms, each with its own claw, and each arm is jointed together from its oddly shaped blue wings, which are believed to be used for flying and storing cold air. Each wing has two spikes of ice. The ice covering the wings can break, revealing gray tendril-like appendages on Kyurem's back.
"
646,KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,True,https://img.pokemondb.net/sprites/home/normal/kyurem-black.png,
646,KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,True,https://img.pokemondb.net/sprites/home/normal/kyurem-white.png,
647,KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,False,https://img.pokemondb.net/sprites/home/normal/keldeo-ordinary.png,
647,KeldeoResolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,False,https://img.pokemondb.net/sprites/home/normal/keldeo-resolute.png,
648,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,False,https://img.pokemondb.net/sprites/home/normal/meloetta-aria.png,
648,MeloettaPirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,False,https://img.pokemondb.net/sprites/home/normal/meloetta-pirouette.png,
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,https://img.pokemondb.net/sprites/home/normal/genesect.png,"Genesect is a bipedal, insectoid Pokémon with a metal body and a saucer-shaped head. It is primarily purple with several gray markings. It has two large red eyes that are capable of glowing, and a small white part that could be either its mouth or a vent. It has thin arms with overlapping segments. Each arm ends with a single, pointed claw from which it can spin a sticky string to create structures. There is a gray circle on each shoulder and a gray band around its abdomen. Its segmented legs each end with a large, upward-curving claw.
"
650,Chespin,Grass,,313,56,61,65,48,45,38,6,False,https://img.pokemondb.net/sprites/home/normal/chespin.png,"Chespin is a bipedal, mammalian Pokémon. It is primarily light brown with darker arms and three triangular markings around its face. It has oval, brown eyes; a triangular, red nose; and rodent-like incisors. Its arms have three fingers, while its feet have two long claws. Covering its back is a tough, green shell, which extends from its head to halfway down its tail. The tip of its tapered tail is orange. There is a small, off-center hole in the shell on the back of Chespin's head and, around the face, the shell has four leaf-like spikes. On the back of its head is another spike split into three parts.
"
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,https://img.pokemondb.net/sprites/home/normal/quilladin.png,"Quilladin is a bipedal, mammalian Pokémon with some plantlike features. Most of its body is covered by a green, armor-like shell similar to a chestnut. The shell covers everything except its face, lower body and legs, and the undersides of its arms. The visible parts of its body are dark brown, except for its lighter face. The face has dark, oval eyes, a small, pink nose on a pointed snout, a dark brown, sideways triangle on each cheek, rodent-like incisors, and a three-pointed patch of dark brown fur on its forehead. On either side of its head is a large, ear-like spike with reddish tips. Its tail also has a reddish tip. Its shell is banded over its arms and on its back, and the fur on its lower body creates a three-pointed pattern on its front. Quilladin has three white, clawed digits on its hands and two on its feet.
"
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,https://img.pokemondb.net/sprites/home/normal/chesnaught.png,"Chesnaught is a bipedal, mammalian Pokémon with some plantlike features. There is fluffy white fur on its belly and fringing its face like a beard. It has a small, pink nose with a three-pointed patch of brown fur extending up its short snout, and four pointed teeth. On top of its head is a plate of beige armor, similar to a helmet. It possesses a prominent domed, armor-like shell similar to that of a chestnut. The armor is beige with four large spines jutting out of the back. The armor is trimmed with red and green bands; the green is on the outermost edge. There is an additional spine protruding from the armor over each of Chesnaught's shoulders, which are connected by a green breastplate. Its body is colored similarly to the shell, and its long limbs and tail are banded with plates of armor. The top surfaces of the tail and arms are protected by green armor, and each arm has two small spines. It has three brown, clawed digits on its hands and feet. Its hands can fuse together to create a spike-covered ""shield"".
"
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,https://img.pokemondb.net/sprites/home/normal/fennekin.png,"Fennekin is a small, quadrupedal fox-like Pokémon. It is covered in pale yellow fur that is longer on its haunches. It has a white muzzle with longer fur on its cheeks, large, dark orange eyes, and a pointed, black nose. When its mouth is open, two pointed teeth can be seen in its upper jaw. Tufts of dark orange fur cover the interior of its large ears. Fennekin also has small paws with no visible toes and slim legs. Its tail is fluffy with a dark orange tip.
"
654,Braixen,Fire,,409,59,59,58,90,70,73,6,False,https://img.pokemondb.net/sprites/home/normal/braixen.png,"Braixen is a bipedal, fox-like Pokémon. While the majority of its fur is yellow, it has black legs, white arms and face, and a dark orange tail tip. The fur on its cheeks is longer, and a small mane of white fur covers its shoulders and chest. Long, wavy tufts of dark orange fur grow out of its large ears, and its eyes and small nose match this fur in color. When its mouth is open, two pointed teeth can be seen in its upper jaw. Above its legs, the fur sweeps out to either side, resembling a skirt or shorts. Each paw has three small digits.
"
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,https://img.pokemondb.net/sprites/home/normal/delphox.png,"Delphox is a bipedal, fox-like Pokémon. It is covered in a coat of long fur that resembles a robe. This ""robe"" is primarily dark red with red-orange, flame-like markings near its knees. There is also a thin tuft of white fur on its torso, which is flanked by yellow fur draping down from its shoulders. Its forearms feature long red fur resembling sleeves, and its hands and feet are dark gray with three clawed fingers and toes, respectively. A tail covered in yellow fur protrudes from its ""robe"". Its head is yellow with longer white fur on its cheeks. It has red eyes and a slender snout with a pinkish nose. Three tufts of red-orange fur protrude out of each ear. When its mouth is open, two pointed teeth can be seen on its upper jaw.
"
656,Froakie,Water,,314,41,56,40,62,44,71,6,False,https://img.pokemondb.net/sprites/home/normal/froakie.png,"Froakie is a quadrupedal, frog-like Pokémon. It has light-blue skin, white hands, and a dark blue stripe from the center of its oval head to its nose. It has three fingers and two toes on its hands and feet. Its eyes, which have yellow sclerae, black irises, and white pupils, protrude vertically from its head due to their size. Froakie produces a large mane of bubbles from its chest and back and has two small bubbles on its nose. The delicate yet flexible bubbles, called Frubbles (Japanese: ケロムース Keromousse), reduce the damage Froakie takes from attacks. Despite its carefree attitude, it is vigilant of its surroundings. Froakie is both light and strong, making it capable of jumping incredibly high.[1]
"
657,Frogadier,Water,,405,54,63,52,83,56,97,6,False,https://img.pokemondb.net/sprites/home/normal/frogadier.png,"Frogadier is a light-blue, bipedal, frog-like Pokémon. A dark blue marking covers its head and forms a three-pointed mark down its upper back. Its eyes have yellow sclerae, black irises, and white pupils. Its eyes protrude slightly from the top of its head and each has a backward-facing spike above it. It has a white bubble scarf, dark blue hands and circular toes, and white circular fingers.
"
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,https://img.pokemondb.net/sprites/home/normal/greninja.png,"Greninja is a bipedal, frog-like Pokémon. It is mostly dark blue with a yellow chest, a white triangular marking over each eye, a light blue four-pointed star on each thigh, and yellow on the lower half of its face. It has red eyes with white pupils and its mouth is hidden behind a large, pink tongue that wraps around its neck and extends outward behind its head. Running down the middle of its head is a fin-like extension, and there is a similar fin on each side of its head. Light blue webbing connects its head fins. There is a large, white bubble-like bump on each elbow and knee. Its back feet have two toes, while its front feet have three toes. Each digit has a bulbous tip and yellow webbing.
"
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,False,https://img.pokemondb.net/sprites/home/normal/bunnelby.png,"Bunnelby is a small, gray, rabbit-like Pokémon. The tips of its large ears are dark brown and have three finger-like sections each. It has black eyes, a small pink nose, prominent round cheeks, two tiny whiskers on each cheek, and large upper incisors. Its neck is surrounded by a ruff of stiff, brown fur. There are small brown spots on its hind legs and it has brown toes. It also has a fluffy gray tail.
"
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,https://img.pokemondb.net/sprites/home/normal/diggersby.png,"Diggersby is a bipedal Pokémon that resembles a large, portly gray rabbit. Its most notable feature is its two ears, which resemble muscular forearms, complete with three-fingered paws. The ears are mostly gray with pink interiors, whereas the paws at the tips are brown. There are three brown spots above each ear-paw. A pointed protrusion in the middle resembles an elbow. These ears are as powerful as an excavator, being strong enough to lift objects weighing over a ton and reduce dense bedrock to rubble, and prove to be an invaluable asset in Diggersby's digging.
"
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,https://img.pokemondb.net/sprites/home/normal/fletchling.png,"Fletchling is a small, avian Pokémon similar in appearance to a robin. It has a reddish-orange head with a triangular yellow mark on the back of each eye. Its body and wings are gray, and there are white tips on the wings. It has a long, black tail with a white V-shaped marking near the tip. The tail ends in two points and has two feathers sticking out at the base, resembling the fletching on the end of an arrow. Its legs, small beak, and eyes are black. The legs are thin and spindly, with two toes facing forward and one facing backward on each foot.
"
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,https://img.pokemondb.net/sprites/home/normal/fletchinder.png,"Fletchinder is an avian Pokémon with predominantly orange and black plumage. It has a sharp, black beak, black eyes with yellow, mask-like markings behind them, and a small, pointed crest on the back of its head. Its upper side is reddish-orange and its belly is gray. There is a flame pattern on its breast where the two colors meet. The tips and undersides of its pointed, black wings are yellow. Its legs are also black with sharp talons and two toes facing forward and one back. Two white, V-shaped markings are located near the tip of its long black tail-feathers. Its tail ends in two points and has another feather sticking out of the base on each side, resembling the fletching on the end of an arrow.
"
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,https://img.pokemondb.net/sprites/home/normal/talonflame.png,"Talonflame is an avian Pokémon that closely resembles a falcon. Red-orange plumage covers its head, wings, and most of its chest and back before tapering off into a flame pattern. Its underside and hindquarters are gray and the tips of its long, pointed wings are black. Orange spots speckle its underside. Large yellow talons extend from the shaggy feathers on its legs. Talonflame has a pointed crest atop its head and black-and-yellow mask-like markings around its eyes. Its black beak is hooked with a yellow cere. It also has long black tailfeathers marked with three yellow V-shapes. The tail ends in two points and has another feather sticking out of the base on each side, resembling of the fletching on the end of an arrow.
"
664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,False,https://img.pokemondb.net/sprites/home/normal/scatterbug.png,"Scatterbug is a black larval Pokémon with a relatively large head. Its head is bisected by a line that runs from the forehead to the mouth. It has large beige eyes with square black pupils, a single pointed tooth that pokes out of its mouth, and three white hairs on top of its head. Scatterbug has a three-segmented body with a pair of nubby, beige legs on each segment. A white ruff of fur encircles its neck, and there is a large beige spot on its rear.
"
665,Spewpa,Bug,,213,45,22,60,27,30,29,6,False,https://img.pokemondb.net/sprites/home/normal/spewpa.png,"Spewpa is small, cocoon-like Pokémon mostly hidden by sharp white fur with square particles of red, black, and pale yellow in and around the fur. Poking out of the top of its fur is its large, round head. The head is light gray in the back with a darker gray face. There is a beige dot over each eye and the face is bisected by a thin, black line that ends in a beige triangle at the top of the head. Its eyes are also beige with square, black pupils.
"
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,https://img.pokemondb.net/sprites/home/normal/vivillon.png,"Vivillon is a butterfly-like Pokémon with wings that come in a large variety of patterns. It has a round, grayish head with large, black, pixelated eyes and a pair of skinny antennae. The tips of the antennae each have an ovoid scale that is dark gray on the upper half and beige on the lower half. Vivillon's thorax is an ovoid and divided into three segments; each segment is a different shade of gray. Its legs are also ovoid and are dark gray on the lower half, beige on the upper half, and have a black band in the middle. It has two black, circular hands and no visible arms.
"
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,https://img.pokemondb.net/sprites/home/normal/litleo.png,"Litleo is a quadrupedal, leonine Pokémon. It is mostly dark brown with pale brown paws, ears, tail tip, and face. It has a short, rounded muzzle with a reddish-orange nose, round ears with darker interiors, and circular, black eyes with white pupils. There is a reddish-orange tuft of mane between its ears. Each of its paws has three toes and dark brown paw pads. The tail ends in a pointed, teardrop shape.
"
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,https://img.pokemondb.net/sprites/home/normal/pyroar.png,"Pyroar is a quadrupedal, leonine Pokémon. It is mostly dark brown with light brown legs, tail tip, chest, and face. It has a rounded muzzle with a dark brown nose, round ears with dark brown interiors, bright blue eyes, and a dark brown stripe behind each eye. The fur around its thighs is longer and each paw has three toes. There is a tuft of longer fur on the tip of its tail. A male Pyroar has a large, predominantly red mane with gold streaks forming a pattern resembling the Daimonji symbol (大) and the symbol for fire (火). In contrast, a female has a long, gold and red crest-like mane extending from its forehead. Female Pyroar significantly outnumber their male counterparts. The female's mane is as long as its whole body, and the light brown on its front legs extends all the way to its shoulders. The light brown fur on the male's front legs only extends up to its elbows.
"
669,Flabébé,Fairy,,303,44,38,39,61,79,42,6,False,https://img.pokemondb.net/sprites/home/normal/flabébé.png,"Flabébé is a small Pokémon with a white upper half and a green lower half. It has beady eyes, a pink blush mark on each cheek, long, notched ears, and a small, pointed nose. On top of its head are several spheres of pollen that form a crown. It has stubby arms and a tail, but no visible legs. Flabébé is a female-only species with no male counterpart. It is one of the shortest and lightest Pokémon in existence.
"
670,Floette,Fairy,,371,54,45,47,75,98,52,6,False,https://img.pokemondb.net/sprites/home/normal/floette.png,"Floette is a small Pokémon with a white upper body and a deep-green lower body. Its eyes are black with a green, leaf-like extension over each similar to eyelashes. It has long, notched ears with a yellow ring around the base of each. Its tail is spade-shaped, and it has thin arms with mitten-like hands. It has two thin black lines on its head. It is a female-only species with no male counterpart.
"
671,Florges,Fairy,,552,78,65,68,112,154,75,6,False,https://img.pokemondb.net/sprites/home/normal/florges.png,"Florges is a slender Pokémon with a white upper body and a green lower body. Its head is rounded with a pointed, upturned nose; long, teardrop-shaped ears; and dark eyes with lengthy, green, plantlike lashes. Surrounding its head is an ornate bouquet of flowers that can be red, yellow, orange, blue, or white. It has slender arms with three tiny fingers and two black diamond-shapes on its chest. Its lower body resembles a mermaid's tail with two large leaves sprouting above the tailfin. It is a female-only species with no male counterpart.
"
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,False,https://img.pokemondb.net/sprites/home/normal/skiddo.png,"Skiddo is a quadrupedal, goat-like Pokémon covered with shaggy, dark brown fur. It has a white face with a brown blaze down the middle, a round black nose, black eyes, a short beard, and small rounded ears. On top of its head are a pair of pointed black horns extending out to the sides. It has a white stocking on each leg and cloven, orange hooves. There is a leafy green mane around its neck that extends along its back. The mane ends at its tail, which is made up of three short leaves.
"
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,False,https://img.pokemondb.net/sprites/home/normal/gogoat.png,"Gogoat is a quadrupedal, hooved Pokémon similar to a goat. The fur on its face is white with fluffier fur on the chin and the back of its head is dark brown. It has a black nose, red eyes encircled by black markings, a brown blaze down the middle of its face, and rounded ears. On top of its head is a pair of curving black horns that extend over its back. It is covered in shaggy, brown fur that is darker across the back and lighter around the belly and legs. Around its neck is a thick, green leafy mane that extends down its back and ends in a short, bushy tail. The fur on its legs is shorter than the rest of its body; it is dark brown on the upper leg and white around the feet. Each foot ends in a cloven, brownish-orange hoof.
"
674,Pancham,Fighting,,348,67,82,62,46,48,43,6,False,https://img.pokemondb.net/sprites/home/normal/pancham.png,"Pancham is a bipedal, mammalian Pokémon that resembles a young panda. Its head and short, puffy tail are white. It has a triangular black nose, rounded black ears, black circles around its eyes, and tufts of fur on top of its head and on each cheek. Its upper body and hind feet are black, while the lower body is a dark gray. Where the two colors meet the dark gray forms a three-pointed pattern on its chest. There are three digits on each paw and small, dark brown circular pads on the soles of its black hind paws. Pancham carries a small, green leaf in its mouth. There is no actual purpose behind this leaf, aside from an attempt to look cool.
"
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,https://img.pokemondb.net/sprites/home/normal/pangoro.png,"Pangoro is a large bipedal Pokémon resembling a humanoid panda bear. It has a stocky build with a round belly, short legs, and long arms with large paws. Its head and belly are covered in thick white fur, while its lower body, chest, arms, and back are covered in equally thick dark gray fur. A long cape of this dark gray fur hangs down behind its back; in combination with the rest of the dark-furred pattern, this gives the impression that Pangoro is wearing a long coat and trousers. Pangoro's three-fingered paws have shorter, darker fur and are tipped with black claws. It has a blunt snout with a triangular black nose, rounded black ears, prominent fangs in its lower jaw, and black semicircles under its brow that make its eyes indistinguishable. Pangoro likes to carry a thin-stemmed shoot with two leaves in its mouth. This small bamboo shoot is used to sense the movements of those around it.
"
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,False,https://img.pokemondb.net/sprites/home/normal/furfrou.png,"Furfrou is a quadrupedal, canine Pokémon with thick, white fur that covers its black body apart from its paws and face. The fur is thicker and fluffier around its head and tail. It has round, red eyes with blue eyelids, a pointed snout with a round, light blue nose, and long rectangular ears. When its mouth is open, two pointed teeth can be seen on its upper jaw.
"
677,Espurr,Psychic,,355,62,48,54,63,60,68,6,False,https://img.pokemondb.net/sprites/home/normal/espurr.png,"Espurr is a bipedal, feline Pokémon. Its fur is a pale gray with white tips on its ears and white paws. There are tousled tufts of fur on its head, cheeks, shoulders, chest, and hips. It has wide, pale purple eyes with darker purple pupils, a tiny nose, and a small mouth. When its mouth is open, two pointed teeth can be seen on its upper jaw. Its tail is fluffy and slightly curled.
"
678,MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,False,https://img.pokemondb.net/sprites/home/normal/meowsticmale.png,
678,MeowsticFemale,Psychic,,466,74,48,76,83,81,104,6,False,https://img.pokemondb.net/sprites/home/normal/meowsticfemale.png,
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,https://img.pokemondb.net/sprites/home/normal/honedge.png,"Honedge is a Pokémon that resembles a sword from medieval times. Its body is a silver sword with a light gray hilt. Embedded in the hilt is a blue gem with a dark center that appears to be its eye. The blue eye is said to be the true form of Honedge. Attached to the pommel is a long, dark blue cloth with a swirl design in lighter blue at the tip; the tip of the sash splits into four tassels. The sash is known to suck the life energy out of anyone who dares to grab it by the hilt. Honedge's sheath is dark brown with curved lines resembling a triquetra across its surface. Near the top of the sheath are two rings and a hole that in conjunction with the shape of Honedge's blade create the illusion of a face, with eyes and a mouth. A third ring extends onto the hilt and encircles its actual eye. Honedge is said to have been born from a person's soul after they were killed by the sword that it resides in.

"
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,https://img.pokemondb.net/sprites/home/normal/doublade.png,"Doublade is a Pokémon composed of two swords. Each sword has a silver blade and a light gray hilt. Embedded in each hilt is a single, pink gem with a dark center that appears to be an eye. Attached to each pummel is a long, dark purple sash with a pink swirl pattern on the tip; the tip of the sashes split into four tassels. Doublade has two sheathes that are attached to a plaque. The sheathes are varying shades of brown with lines forming a triquetra pattern across the front. Near the top of each sheath are white teeth-like markings and rings with white centers that resemble eyes. A third ring extends onto the hilt and encircles the actual eye.
"
681,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,False,https://img.pokemondb.net/sprites/home/normal/aegislash-blade.png,
681,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,False,https://img.pokemondb.net/sprites/home/normal/aegislash-shield.png,
